symbol,name,full_name,name_and_type
THTI,tht heat transfer technology,"THT Heat Transfer Technology, Inc.","THT Heat Transfer Technology, Inc. - Common Stock"
TICC,ticc capital,TICC Capital Corp.,TICC Capital Corp. - Closed End Fund
TIGR,tigerlogic,TigerLogic Corporation,TigerLogic Corporation - Common Stock
TILE,interface,"Interface, Inc.","Interface, Inc. - Common Stock"
TINY,harris & harris group,"Harris & Harris Group, Inc.","Harris & Harris Group, Inc. - Common Stock"
TIPT,tiptree financial,Tiptree Financial Inc.,Tiptree Financial Inc. - Class A Common Stock
TISA,top image systems,"Top Image Systems, Ltd.","Top Image Systems, Ltd. - Ordinary Shares"
TITN,titan machinery,Titan Machinery Inc.,Titan Machinery Inc. - Common Stock
TIVO,tivo,TiVo Inc.,TiVo Inc. - Common Stock
TKAI,tokai pharmaceuticals,"Tokai Pharmaceuticals, Inc.","Tokai Pharmaceuticals, Inc. - Common Stock"
TKMR,tekmira pharmaceuticals,Tekmira Pharmaceuticals Corp,Tekmira Pharmaceuticals Corp - Common Stock
TLF,tandy leather factory,"Tandy Leather Factory, Inc.","Tandy Leather Factory, Inc. - Common Stock"
TLMR,talmer bancorp,"Talmer Bancorp, Inc.","Talmer Bancorp, Inc. - Class A Common Stock"
TLOG,tetralogic pharmaceuticals,TetraLogic Pharmaceuticals Corporation,TetraLogic Pharmaceuticals Corporation - Common Stock
TNAV,telenav,"Telenav, Inc.","Telenav, Inc. - Common Stock"
TNDM,tandem diabetes care,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc. - Common Stock"
TNGO,tangoe,"Tangoe, Inc.","Tangoe, Inc. - Common Stock"
TNXP,tonix pharmaceuticals holding,Tonix Pharmaceuticals Holding Corp.,Tonix Pharmaceuticals Holding Corp. - Common Stock
TOPS,top ships,TOP Ships Inc.,TOP Ships Inc. - Common Stock
TORM,tor minerals international,TOR Minerals International Inc,TOR Minerals International Inc - Common Stock
TOUR,tuniu,Tuniu Corporation,Tuniu Corporation - American Depositary Shares
TOWN,towne bank,Towne Bank,Towne Bank - Common Stock
TQQQ,proshares ultrapro qqq,ProShares UltraPro QQQ,ProShares UltraPro QQQ
TRAK,dealertrack technologies,"Dealertrack Technologies, Inc.","Dealertrack Technologies, Inc. - Common Stock"
TRCB,two river bancorp,Two River Bancorp,Two River Bancorp - Common Stock
TRCH,torchlight energy resources,"Torchlight Energy Resources, Inc.","Torchlight Energy Resources, Inc. - Common Stock"
TREE,lendingtree,"LendingTree, Inc.","LendingTree, Inc. - Common Stock"
TRGT,targacept,"Targacept, Inc.","Targacept, Inc. - Common Stock"
TRIB,trinity biotech,Trinity Biotech plc,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares
TRIL,trillium therapeutics,Trillium Therapeutics Inc.,Trillium Therapeutics Inc. - Common Shares
TRIP,tripadvisor,"TripAdvisor, Inc.","TripAdvisor, Inc. - Common Stock"
TRIV,trivascular technologies,"TriVascular Technologies, Inc.","TriVascular Technologies, Inc. - Common Stock"
TRMB,trimble navigation,Trimble Navigation Limited,Trimble Navigation Limited - Common Stock
TRMK,trustmark,Trustmark Corporation,Trustmark Corporation - Common Stock
TRNS,transcat,"Transcat, Inc.","Transcat, Inc. - Common Stock"
TRNX,tornier,Tornier N.V.,Tornier N.V. - Ordinary Shares
TROV,trovagene,"TrovaGene, Inc.","TrovaGene, Inc. - Common Stock"
TROVU,trovagene,"TrovaGene, Inc.","TrovaGene, Inc. - Unit"
TROVW,trovagene,"TrovaGene, Inc.","TrovaGene, Inc. - Warrant"
TROW,t. rowe price group,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. - Common Stock"
TRS,trimas,TriMas Corporation,TriMas Corporation - Common Stock
TRST,trustco bank corp ny,TrustCo Bank Corp NY,TrustCo Bank Corp NY - Common Stock
TRTL,terrapin 3 acquisition,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Class A Common Stock
TRTLU,terrapin 3 acquisition,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Units
TRTLW,terrapin 3 acquisition,Terrapin 3 Acquisition Corporation,Terrapin 3 Acquisition Corporation - Warrants
TRUE,truecar,"TrueCar, Inc.","TrueCar, Inc. - Common Stock"
TRVN,trevena,"Trevena, Inc.","Trevena, Inc. - Common Stock"
TSBK,timberland bancorp,"Timberland Bancorp, Inc.","Timberland Bancorp, Inc. - Common Stock"
TSC,tristate capital holdings,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. - Common Stock"
TSCO,tractor supply,Tractor Supply Company,Tractor Supply Company - Common Stock
TSEM,tower semiconductor,Tower Semiconductor Ltd.,Tower Semiconductor Ltd. - Ordinary Shares
TSLA,tesla motors,"Tesla Motors, Inc.","Tesla Motors, Inc. - Common Stock"
TSRA,tessera technologies,"Tessera Technologies, Inc.","Tessera Technologies, Inc. - Common Stock"
TSRE,trade street residential,"Trade Street Residential, Inc.","Trade Street Residential, Inc. - Common Stock"
TSRI,tsr,"TSR, Inc.","TSR, Inc. - Common Stock"
TSRO,tesaro,"TESARO, Inc.","TESARO, Inc. - Common Stock"
TST,thestreet,"TheStreet, Inc.","TheStreet, Inc. - Common Stock"
TSYS,telecommunication systems,"TeleCommunication Systems, Inc.","TeleCommunication Systems, Inc. - Class A Common Stock"
TTEC,teletech holdings,"TeleTech Holdings, Inc.","TeleTech Holdings, Inc. - Common Stock"
TTEK,tetra tech,"Tetra Tech, Inc.","Tetra Tech, Inc. - Common Stock"
TTGT,techtarget,"TechTarget, Inc.","TechTarget, Inc. - Common Stock"
TTHI,transition therapeutics,"Transition Therapeutics, Inc.","Transition Therapeutics, Inc. - Ordinary Shares (Canada)"
TTMI,ttm technologies,"TTM Technologies, Inc.","TTM Technologies, Inc. - Common Stock"
TTOO,t2 biosystems,"T2 Biosystems, Inc.","T2 Biosystems, Inc. - Common Stock"
TTPH,tetraphase pharmaceuticals,"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc. - Common Stock"
TTS,tile shop hldgs,"Tile Shop Hldgs, Inc.","Tile Shop Hldgs, Inc. - Common Stock"
TTWO,take,Take,"Take-Two Interactive Software, Inc. - Common Stock"
TUBE,tubemogul,"TubeMogul, Inc.","TubeMogul, Inc. - Common Stock"
TUES,tuesday morning,Tuesday Morning Corp.,Tuesday Morning Corp. - Common Stock
TUSA,first trust total us market alphadex etf,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF
TVIX,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN
TVIZ,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares Daily 2x VIX Medium Term ETN
TWER,towerstream,Towerstream Corporation,Towerstream Corporation - Common Stock
TWIN,twin disc,"Twin Disc, Incorporated","Twin Disc, Incorporated - Common Stock"
TWMC,trans world entertainment,Trans World Entertainment Corp.,Trans World Entertainment Corp. - Common Stock
TWOU,2u,"2U, Inc.","2U, Inc. - Common Stock"
TXN,texas instruments,Texas Instruments Incorporated,Texas Instruments Incorporated - Common Stock
TXRH,texas roadhouse,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. - Common Stock"
TYPE,monotype imaging holdings,Monotype Imaging Holdings Inc.,Monotype Imaging Holdings Inc. - Common Stock
TZOO,travelzoo,Travelzoo Inc.,Travelzoo Inc. - Common Stock
UACL,universal truckload services,"Universal Truckload Services, Inc.","Universal Truckload Services, Inc. - Common Stock"
UAE,ishares msci uae capped etf,iShares MSCI UAE Capped ETF,iShares MSCI UAE Capped ETF
UBCP,united bancorp,"United Bancorp, Inc.","United Bancorp, Inc. - Common Stock"
UBFO,united security bancshares,United Security Bancshares,United Security Bancshares - Common Stock
UBIC,ubic,"UBIC, Inc.","UBIC, Inc. - American Depositary Shares"
UBNK,united financial bancorp,"United Financial Bancorp, Inc.","United Financial Bancorp, Inc.  - Common Stock"
UBNT,ubiquiti networks,"Ubiquiti Networks, Inc.","Ubiquiti Networks, Inc. - Common Stock"
UBOH,united bancshares,"United Bancshares, Inc.","United Bancshares, Inc. - Common Stock"
UBSH,union bankshares,Union Bankshares Corporation,Union Bankshares Corporation - Common Stock
UBSI,united bankshares,"United Bankshares, Inc.","United Bankshares, Inc. - Common Stock"
UCBA,united community bancorp,United Community Bancorp,United Community Bancorp - Common Stock
UCBI,united community banks,"United Community Banks, Inc.","United Community Banks, Inc. - Common Stock"
UCFC,united community financial,United Community Financial Corp.,United Community Financial Corp. - Common Stock
UCTT,ultra clean holdings,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. - Common Stock"
UDF,united development funding iv,United Development Funding IV,United Development Funding IV - Common Shares of Beneficial Interest
UEIC,universal electronics,Universal Electronics Inc.,Universal Electronics Inc. - Common Stock
UEPS,net 1 ueps technologies,"Net 1 UEPS Technologies, Inc.","Net 1 UEPS Technologies, Inc. - Common Stock"
UFCS,united fire group,"United Fire Group, Inc","United Fire Group, Inc - Common Stock"
UFPI,universal forest products,"Universal Forest Products, Inc.","Universal Forest Products, Inc. - Common Stock"
UFPT,ufp technologies,"UFP Technologies, Inc.","UFP Technologies, Inc. - Common Stock"
UG,united,United,"United-Guardian, Inc. - Common Stock"
UGLD,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Gold ETN
UHAL,amerco,Amerco,Amerco - Common Stock
UIHC,united insurance holdings,United Insurance Holdings Corp.,United Insurance Holdings Corp. - Common Stock
ULBI,ultralife,Ultralife Corporation,Ultralife Corporation - Common Stock
ULTA,"ulta salon, cosmetics & fragrance","Ulta Salon, Cosmetics & Fragrance, Inc.","Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock"
ULTI,the ultimate software group,"The Ultimate Software Group, Inc.","The Ultimate Software Group, Inc. - Common Stock"
ULTR,ultrapetrol (bahamas,Ultrapetrol (Bahamas) Limited,Ultrapetrol (Bahamas) Limited - common stock
UMBF,umb financial,UMB Financial Corporation,UMB Financial Corporation - Common Stock
UMPQ,umpqua holdings,Umpqua Holdings Corporation,Umpqua Holdings Corporation - Common Stock
UNAM,unico american,Unico American Corporation,Unico American Corporation - Common Stock
UNB,union bankshares,"Union Bankshares, Inc.","Union Bankshares, Inc. - Common Stock"
UNFI,united natural foods,"United Natural Foods, Inc.","United Natural Foods, Inc. - Common Stock"
UNIS,unilife,Unilife Corporation,Unilife Corporation - Common Stock
UNTD,united online,"United Online, Inc.","United Online, Inc. - Common Stock"
UNTY,unity bancorp,"Unity Bancorp, Inc.","Unity Bancorp, Inc. - Common Stock"
UNXL,uni,Uni,"Uni-Pixel, Inc. - Common Stock"
UPI,uroplasty,"Uroplasty, Inc.","Uroplasty, Inc. - Common Stock"
UPIP,unwired planet,"Unwired Planet, Inc.","Unwired Planet, Inc. - Common Stock"
UPLD,upland software,"Upland Software, Inc.","Upland Software, Inc. - Common Stock"
URBN,urban outfitters,"Urban Outfitters, Inc.","Urban Outfitters, Inc. - Common Stock"
URRE,uranium resources,"Uranium Resources, Inc.","Uranium Resources, Inc. - Common Stock"
USAK,usa truck,"USA Truck, Inc.","USA Truck, Inc. - Common Stock"
USAP,universal stainless & alloy products,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. - Common Stock"
USAT,usa technologies,"USA Technologies, Inc.","USA Technologies, Inc. - Common Stock"
USATP,usa technologies,"USA Technologies, Inc.","USA Technologies, Inc. - Preferred Stock"
USBI,united security bancshares,"United Security Bancshares, Inc.","United Security Bancshares, Inc. - Common Stock"
USCR,u s concrete,"U S Concrete, Inc.","U S Concrete, Inc. - Common Stock"
USEG,u.s. energy,U.S. Energy Corp.,U.S. Energy Corp. - Common Stock
USLM,united states lime & minerals,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. - Common Stock"
USLV,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares 3x Long Silver ETN
USMD,usmd holdings,"USMD Holdings, Inc.","USMD Holdings, Inc. - Common Stock"
USTR,united stationers,United Stationers Inc.,United Stationers Inc. - Common Stock
UTEK,ultratech,"Ultratech, Inc.","Ultratech, Inc. - Common Stock"
UTHR,united therapeutics,United Therapeutics Corporation,United Therapeutics Corporation - Common Stock
UTIW,uti worldwide,UTi Worldwide Inc.,UTi Worldwide Inc. - Ordinary Shares
UTMD,utah medical products,"Utah Medical Products, Inc.","Utah Medical Products, Inc. - Common Stock"
UTSI,utstarcom holdings,UTStarcom Holdings Corp,UTStarcom Holdings Corp - Ordinary Shares
UVSP,univest corporation of pennsylvania,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania - Common Stock
VA,virgin america,Virgin America Inc.,Virgin America Inc. - Common Stock
VALU,value line,"Value Line, Inc.","Value Line, Inc. - Common Stock"
VALX,validea market legends etf,Validea Market Legends ETF,Validea Market Legends ETF
VASC,vascular solutions,"Vascular Solutions, Inc.","Vascular Solutions, Inc. - Common Stock"
VBFC,village bank and trust financial,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial Corp. - Common Stock
VBIV,vbi vaccines,VBI Vaccines Inc.,VBI Vaccines Inc. - Common Stock
VBLT,vascular biogenics,Vascular Biogenics Ltd.,Vascular Biogenics Ltd. - Ordinary Shares
VBND,vident core u.s. bond strategy fund,Vident Core U.S. Bond Strategy Fund,Vident Core U.S. Bond Strategy Fund
VBTX,veritex holdings,"Veritex Holdings, Inc.","Veritex Holdings, Inc. - Common Stock"
VCEL,vericel,Vericel Corporation,Vericel Corporation - Common Stock
VCIT,vanguard intermediate,Vanguard Intermediate,Vanguard Intermediate-Term Corporate Bond ETF
VCLT,vanguard long,Vanguard Long,Vanguard Long-Term Corporate Bond ETF
VCSH,vanguard short,Vanguard Short,Vanguard Short-Term Corporate Bond ETF
VCYT,veracyte,"Veracyte, Inc.","Veracyte, Inc. - Common Stock"
VDSI,vasco data security international,"VASCO Data Security International, Inc.","VASCO Data Security International, Inc. - Common Stock"
VECO,veeco instruments,Veeco Instruments Inc.,Veeco Instruments Inc. - Common Stock
VGGL,viggle,Viggle Inc.,Viggle Inc. - Common Stock
VGIT,vanguard intermediate,Vanguard Intermediate,Vanguard Intermediate -Term Government Bond ETF
VGLT,vanguard long,Vanguard Long,Vanguard Long-Term Government Bond ETF
VGSH,vanguard short,Vanguard Short,Vanguard Short-Term Government ETF
VIA,viacom,Viacom Inc.,Viacom Inc. - Class A Common Stock
VIAB,viacom,Viacom Inc.,Viacom Inc. - Class B Common Stock
VIAS,viasystems group,"Viasystems Group, Inc.","Viasystems Group, Inc. - Common Stock"
VICL,vical,Vical Incorporated,Vical Incorporated - Common Stock
VICR,vicor,Vicor Corporation,Vicor Corporation - Common Stock
VIDE,video display,Video Display Corporation,Video Display Corporation - Common Stock
VIDI,vident international equity fund,Vident International Equity Fund,Vident International Equity Fund
VIEW,viewtran group,"Viewtran Group, Inc.","Viewtran Group, Inc. - Common Stock"
VIIX,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Short Term ETN
VIIZ,credit suisse,Credit Suisse AG,Credit Suisse AG - VelocityShares VIX Medium Term ETN
VIMC,vimicro international,Vimicro International Corporation,"Vimicro International Corporation - American depositary shares, each representing four ordinary shares"
VIP,vimpelcom,VimpelCom Ltd.,VimpelCom Ltd. - American Depositary Shares
VIRC,virco manufacturing,Virco Manufacturing Corporation,Virco Manufacturing Corporation - Common Stock
VISN,visionchina media,"VisionChina Media, Inc.","VisionChina Media, Inc. - American Depositary Shares, each representing one Common Share"
VIVO,meridian bioscience,Meridian Bioscience Inc.,Meridian Bioscience Inc. - Common Stock
VLCCF,knightsbridge shipping,Knightsbridge Shipping Limited,Knightsbridge Shipping Limited - Common Stock
VLGEA,village super market,"Village Super Market, Inc.","Village Super Market, Inc. - Class A Common Stock"
VLTC,voltari,Voltari Corporation,Voltari Corporation - Common Stock
VLYWW,valley national bancorp,Valley National Bancorp,Valley National Bancorp - Warrants 07/01/2015
VMBS,vanguard mortgage,Vanguard Mortgage,Vanguard Mortgage-Backed Securities ETF
VNDA,vanda pharmaceuticals,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. - Common Stock
VNET,21vianet group,"21Vianet Group, Inc.","21Vianet Group, Inc. - American Depositary Shares"
VNOM,viper energy partners,Viper Energy Partners LP,Viper Energy Partners LP - Common Unit
VNQI,vanguard global ex,Vanguard Global ex,Vanguard Global ex-U.S. Real Estate ETF
VNR,vanguard natural resources,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - Common Units
VNRAP,vanguard natural resources,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.875% Series A Cumulative Redeemable Perpetual Preferred Unit
VNRBP,vanguard natural resources,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.625% Series B Cumulative Redeemable Perpetual Preferred Unit
VNRCP,vanguard natural resources,Vanguard Natural Resources LLC,Vanguard Natural Resources LLC - 7.75% Series C Cumulative Redeemable Perpetual Preferred Unit
VOD,vodafone group,Vodafone Group Plc,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares
VOLC,volcano,Volcano Corporation,Volcano Corporation - Common Stock
VONE,vanguard russell 1000 etf,Vanguard Russell 1000 ETF,Vanguard Russell 1000 ETF
VONG,vanguard russell 1000 growth etf,Vanguard Russell 1000 Growth ETF,Vanguard Russell 1000 Growth ETF
VONV,vanguard russell 1000 value etf,Vanguard Russell 1000 Value ETF,Vanguard Russell 1000 Value ETF
VOXX,voxx international,VOXX International Corporation,VOXX International Corporation - Class A Common Stock
VPCO,vapor,Vapor Corp.,Vapor Corp. - Common Stock
VRA,vera bradley,"Vera Bradley, Inc.","Vera Bradley, Inc. - Common Stock"
VRML,vermillion,"Vermillion, Inc.","Vermillion, Inc. - Common Stock"
VRNG,vringo,"Vringo, Inc.","Vringo, Inc. - Common Stock"
VRNGW,vringo,"Vringo, Inc.","Vringo, Inc. - Warrants"
VRNS,varonis systems,"Varonis Systems, Inc.","Varonis Systems, Inc. - Common Stock"
